,estilo,artist_url,song_url,lyrics
0,can,https://acordes.lacuerda.net/adrian_abonizio/,https://acordes.lacuerda.net/adrian_abonizio/alfabeto_para_locos,"Un millón de casas mudas y un farol<br>que apaga el az del sol<br>y el rencor de aquella luna<br>que se va por el espejo del retrovisor<br>y no saber si uno ha de volver<br>a ese lugar que amó y fue la voz<br>de un acertijo entre los ciegos<br>de este alfabeto para locos.<br>Yo no sé que preparó en su arcón<br>la musa esquiva y gris<br>del cantor que en la mitad de la oración<br>vio el escenario de humo y de rubor<br>lleno de viento el corredor,<br>pues entendió qué es tocar.<br>Tocar sabiendo que no alcanza<br>cuando te comen hasta el alma<br>ser corazones de los otros<br>es un oficio peligroso<br>otro acertijo para ciegos<br>un alfabeto para locos de verdad.<br>Sé que tengo que dormir<br>en las copas del licor<br>teclas que transpiran,<br>transpiradas de otras vidas<br>sin saber lo que doy<br>tan cansado de soñar los sueños por la mitad<br>me escapé, marqué tres y así como me ven<br>sin vanidad sembré.<br>Un millón de casas mudas, compartir<br>la mesa de un hotel<br>y el humor por estar vivos<br>pues tocar es un oficio que puede curar<br>mas no saber si uno ha de volver<br>a ese lugar que amó y fue la voz<br>tocar sabiendo que no alcanza<br>cuando te comen hasta el alma<br>ser corazones de los otros<br>es un oficio peligroso<br>otro acertijo para ciegos<br>un alfabeto para locos de verdad<br>tropecé en tu corazón<br>cuando al piano puse un sol<br>y te vi lagrimear como un mar<br>al cantar junto a mí<br>desvelado por cantar<br>el sueño de los demás<br>me escapé, marqué tres y así como me ven<br>sin vanidad.<br>Tan cansado de soñar los sueños por la mitad<br>me escapé, marqué tres y así como me ven<br>sin vanidad sembré."
1,can,https://acordes.lacuerda.net/adrian_abonizio/,https://acordes.lacuerda.net/adrian_abonizio/amigos_de_lo_ajeno,"Amanece en la ruta dicen las putas de esta canción<br>Yo que fui camionero conozco el quiero truco sin flor<br>Me echaron del paraíso por un petiso hincha e Colón<br>Me sorprendió en una playa con su Canalla novia de Unión<br>Y a quien voy a convencer con mi forma de querer<br>Siempre lo ajeno, me pagaron por bueno,  y no hay devolución<br>Me llamaban el cuervo en el recuerdo del pre-escolar<br>Le robaba a un gordito hijo querido de un concejal<br>Hoy lo he visto en los diarios con su prontuario de funcionario<br>Eran tantas macanas que el mismo diablo se persignaba<br>Y a quien van a convencer con su forma de querer<br>Siempre lo ajeno, les pagamos por buenos,  y no hay devolución<br>E7 - A7 (con cejilla queda mejor) - D7<br>Amanece en la ruta oyen las putas mi confesión<br>Le he robado a los grandes pasegurarme cien años de perdón<br>Me quede con el vuelto de un viaje incierto al Paraguay<br>Y en la fonda de Marga vendí la carga aun sacristán<br>Y a quien voy a convencer con mi forma de querer<br>Siempre lo ajeno,  nos pagaron por buenos  y no hay devolución<br>Amanece en la ruta veo tu foto sobre el tablero<br>Para cuando te encuentre no habrá perdón ni siquiera del cielo<br>Te me fuiste en la mitad de una noche en navidad<br>Con mi dinero,  en el bolso de cuero  iba mi corazón<br>Te me fuiste en la mitad<br>Amigos de lo ajeno pierden el corazón<br>Te me fuiste en la mitad<br>Esta es la ley del juego y no hay devolución<br>Y a quien voy a convencer<br>Y no hay devolución"
2,can,https://acordes.lacuerda.net/adrian_abonizio/,https://acordes.lacuerda.net/adrian_abonizio/amor_de_la_bruma,Yo me fijo a tu amor<br>Porque somos tan distintos<br>No soy quien para juzgar<br>Lo que la gente decente llama vicios<br>Cada cual combate como puede<br>Si te han herido<br>Yo me fijo a tu amor<br>Morada fruta amplia<br>Y es una luna mojada<br>Y le creo su olor femenino cuando me ama<br>Como una boca de puerto<br>Peligrosa pero me llama<br>Que voy a hacer si esta cantado<br>Que yo cante para   ella<br>Cantando alejo los puñales<br>para acariciar sus piernas<br>Que voy a hacer si cantando<br>Yo soy flojo de la zurda<br>Me falla a veces la nota el acorde<br>Y no lo encontramos nunca<br>Yo me fijo a tu amor<br>Sueño claro de heroína<br>Y en el nido del ángel<br>me duermo con una guitarra tan querida<br>Cada cual combate como puede<br>Sus brumas en estos días<br>No debo decir nada<br>De la boca para afuera<br>Yo que llevo a los trenes y a los barcos<br>Siempre al borde de la lengua<br>Hoy no tengo quien me viaje me quiera o me contenga.<br>Que voy a hacer si esta cantado<br>Que yo cante para ella<br>Cantando alejo los puñales<br>para acariciar tus piernas<br>Que voy a hacer si cantando<br>Yo soy flojo de la zurda<br>Me falla a veces la nota el acorde<br>Y no lo encontramos nunca<br>di ri ra r ira r ira eee lai ri eeehhh!!!!
3,can,https://acordes.lacuerda.net/adrian_abonizio/,https://acordes.lacuerda.net/adrian_abonizio/azules,Son azules los cuadernos<br>hechos de papel araña<br>azules son los cabellos<br>en la piel de los fantasmas<br>son tan azules los huesos<br>en los mares de difuntos.<br>Azules las medialunas<br>que se comen en Neptuno<br>azules son los tapados<br>de los ciegos del invierno<br>cuando mudan de pelaje<br>sabiendo que ven por dentro.<br>Azules los comisarios<br>los dientes de los moriscos<br>la aleta de las sirenas<br>y el orín de San Francisco<br>Azules tus ojos negros<br>como azules son las redes<br>que en un fondo de areniscas<br>azules vuelven los muelles<br>Azules las alambradas<br>las bielas y los pistones<br>y azul es el fin del mundo<br>que cabe en esta birome<br>Azules los relojeros<br>cuando en su casa mortuoria<br>las agujas son matungos<br>sudando azul en la noria<br>azul el cordón de vida<br>los higos si están maduros.<br>Los jazmines de los libros<br>y la lengua del bromuro<br>y explico que soy azul<br>cianótico de cansancio<br>cuando escribo en el papel<br>azul del enamorado.<br>Acordes:
4,can,https://acordes.lacuerda.net/adrian_abonizio/,https://acordes.lacuerda.net/adrian_abonizio/camarines,"Cara de mujer,  enamorada<br>un vacío de rubor<br>no   dice  nada<br>Estás con un reflejo,un torbellino<br>con un lápiz de escribir<br>La di rección<br>para el ángel que no encuentra la casita<br>la ciudad,donde nunca más se sufre<br>Me serviste un tinto y un   jazmín del aire<br>me manché en el camarín<br>con rouge del traje<br>Estabas reflejada y enmarcada<br>en una luz de festival<br>que no  culmina<br>y la luz voltaica te devora<br>y son horas de partir}<br>lejos de este perro mundo<br>La luz se fue y empezé a soñar<br>y yo canté hasta no dar más<br>una vez más pedían más<br>y los odié y odié el lugar<br>y cuando abrí los ojos<br>ya no estabas más<br>Grande Rosario cuna de poetas!!!! este tema lo canta<br>el querido Juan Carlos Baglietto"
5,can,https://acordes.lacuerda.net/adrian_abonizio/,https://acordes.lacuerda.net/adrian_abonizio/cambios,"No hay un cambio si fueron disueltos<br>y dejaron los estados desiertos<br>la tecnología europea se rompe en la cordillera<br>y conejitos de india somos por suerte no hay otra vida<br>como nos promete el cura<br>No hay un mango en las arcas del cielo<br>se robaron los diez mandamientos<br>Y un video clip neoyorquino vale menos que un vaso de vino<br>Ser de esta tierra es pecado y serles fíeles al pasado<br>nos convierte en esclavos<br>Cuanto duras, cuanto deseas,<br>el deseo de desear el deseo de cambiar esa tierra colombina<br>te embriaga pero te quita un poco de alegría porque todavía<br>me duelen las heridas.<br>Discúlpame no creo cantarte mas<br>los soldados se pintan como tu mama<br>y hay un señor elegido que a todos pide permiso<br>menos a vos que diste la vida por una consigna<br>que hoy no vale cinco guitas<br>Marihuana entre rejas hoy corres la coneja<br>Como el ciego en el subte que canta villancicos<br>aunque no sea navidad<br>Cuanto duras, cuanto deseas,<br>el deseo de desear El deseo de cambiar esa tierra colombina<br>te embriaga pero te quita<br>un poco de alegría porque todavía<br>esta tierra colombina te embriaga pero te quita<br>un poco de alegría porque todavía<br>355400  577600      799800<br>Me duelen las heridas,        las heridas, X3<br>Final:<br>355400 - 577600 - 799800"
6,can,https://acordes.lacuerda.net/adrian_abonizio/,https://acordes.lacuerda.net/adrian_abonizio/cancion_esdrujula,"Pibes esquálidos rubias histéricas<br>perros nostálgicos y focas antárticas<br>Lunas fatídicas gordos palúdicos<br>Sexo inalámbrico y goles estrábicos.<br>En horas buenas los buenos parásitos<br>En horas malas los malos arácnidos<br>Venenos fálicos que entran en pánico<br>Viendo al tráfico del Beto Mársico.<br>Alma escolástica y ángel potásico<br>leyes impúdicas jefes afásicos<br>viudas hipnóticas falsos agnósticos<br>tortura fóbica error de diagnostico ay.<br>Magos misóginos falsos metódicos<br>Madres voltaicas y bodas católicas<br>Sangre antirrábica y bombas satánicas<br>Almuerzo escuércico y muertes fantásticas.<br>Aves marías criadas a plástico<br>Tangueros cómicos y besos cáusticos<br>Concursos mágicos balazos prácticos<br>Novias sarcásticas hechas a máquina.<br>Pugliese único limpio y onírico<br>Brillos de túnicas lifting lunáticos<br>Crazys macáyicos, gatillo islámico<br>Ratas asiáticas comidas rápidas ay.<br>Tengo una ciática de tanto ácido<br>Un sueldo único y un hijo póstumo<br>Ningún monómico me otorga un préstamo<br>Preso del próximo programa hipócrita.<br>Frícs terroríficos venden pacífico<br>Culos estrábicos y patria monárquica<br>Un abuelito del paleolítico<br>Con un acrílico mata a un político.<br>Y mis pronósticos sin mis mayúsculas<br>Un sueño náutico el alma reumática<br>Rubias histéricas, fe de fanáticos<br>Rayos catódicos canción esdrújula ay."
7,can,https://acordes.lacuerda.net/adrian_abonizio/,https://acordes.lacuerda.net/adrian_abonizio/club_de_almas,"ESCRIBO ESTA CANCION COMO UNA MAS<br>SIN SABER DONDE IR, SIN CONTINUAR<br>LA ESCRIBO PARA MI MIRANDO EL RIO, TAN NEGRO, TAN NOCHE<br>PRENDE LA CATEDRAL SU LUZ DIVINA<br>Y UN ALMA PIDE PISTA EN UN CAFE<br>SE QUE ENLOQUECERE SIENDO EXTRANJERO, DESEANDO TU CUERPO<br>ROSARIO SE DURMIO DE HAMBRE Y SUENIO<br>LE DIERON DE COMER SOLO UN RECUERDO<br>DIFICIL ES VOLVER SIN HABERSE IDO<br>ESTRIBILLO<br>CADA VEZ QUE PISO ALGUN LADRILLO HAY UNA SOMBRA<br>QUE ME DICE POR FAVOR YA QUEDATE<br>ES MEJOR BESAR LA BOCA QUE UNO QUIERE<br>CON LA BOCA DE LA RABIA Y DE LA FE<br>CLUB DE ALMAS<br>RONDEAU ES PURA LUZ PARECEN LLAMAS<br>RECIBE A UN CHEVALLIER MOSTRANDO UN ALMA<br>CLUB DE ALMAS QUE ESTAN SIN PARAISO, TAN NEGRO, TAN NOCHE<br>ROSARIO SE DURMIO........<br>Grande Rosario cuna de poetas!!!"
8,can,https://acordes.lacuerda.net/adrian_abonizio/,https://acordes.lacuerda.net/adrian_abonizio/constitucion_de_noche,La noche en Constitución<br>tiene un aire particular<br>que la lleva la brisa del rio<br>la trae los autos al clarear.<br>Nunca andes solo por ahi<br>que te roban el corazón<br>las brujas del tráfico pinturrajeadas<br>con algo tan oscuro.<br>Y hay quien ve la luna<br>como por primera vez<br>enganchada en un cartel que dice : 'No habrá más peee nas'<br>Enganchada en un cartel que dice : 'No habrá más peee nas'.<br>La botella calma su dolor<br>de Santiago bajo y bajo<br>lustró tanto tiempo que si pagaran por metro<br>el tendría un continente de cuero.<br>Como la capa del torero<br>roja y roja es Constitución<br>la viven gastando las babas del diablo<br>la sangre del alcohol.<br>Y hay quien ve la luna ...<br>como por primera vez<br>Enganchada en un cartel que dice no habrá más peeee  nas<br>Enganchada en un cartel que dice : 'Siganme'.
9,can,https://acordes.lacuerda.net/adrian_abonizio/,https://acordes.lacuerda.net/adrian_abonizio/corazon_de_barco,"A)Tengo el corazón en dos mitades<br>que apenas pueden sostenerse,<br>la derecha tira al viento<br>y la izquierda tira redes.<br>A)Y al abrir los ojos de mañana<br>cuando comprendo donde edtoy<br>veo que el mundo cabe en mi cama<br>pero me creo lo que no soy.<br>B)Corazón de barco, furia reprimida,<br>marea alta, con las velas cortas<br>si lo que importa no es esta vida.<br>B)Corazón de barco, todo lo abandonas<br>será tu origen de bosques lejanos<br>eso de andar buscando lo imposible.<br>A)La abulia de los domingos<br>clava su arenal en mi,<br>estoy desnudo, solo recuerdo<br>el astillero donde nací.<br>A)Y me hago daño sabiendo<br>que alguien vendrá desde la orilla<br>me creo libre, pero dependo<br>que ella se suba a mis costillas."
