,estilo,artist_url,song_url,lyrics
0,pop,https://acordes.lacuerda.net/abril_a_mil/,https://acordes.lacuerda.net/abril_a_mil/abril,
1,pop,https://acordes.lacuerda.net/abril_a_mil/,https://acordes.lacuerda.net/abril_a_mil/enloqueciendo,No juzgues sin razón mi corazón<br>no ves que está sufriendo en la desolación<br>no entiendo que le pasa<br>por que será que lo que tengo no le alcanza<br>a mi corazón<br>y no lo entiendo<br>será que estoy enloqueciendo<br>por tu amor que no tengo<br>todo sobre G-D-C-Am<br>No sé si será lo correcto<br>lo que pienso<br>todavía saboreo aquel encuentro<br>y te extraño<br>y te extraño<br>y te extraño<br>sobre G-D-C<br>Vos estás para hacerme sufrir<br>pero igual me ayudaste a vivir<br>Vos estás para hacerme sufrir<br>pero igual me ayudaste a vivir<br>sobre C-Am-G-D<br>es muy duro olvidar lo que pasó<br>pero esta vida no se frena<br>y de cualquier manera seguiré<br>luchando por su amor<br>no juzgues sin razón mi corazón<br>no ves que está sufriendo en la desolación<br>Vos estás para hacerme sufrir<br>pero igual me ayudaste a vivir<br>Vos estás para hacerme sufrir<br>pero igual me ayudaste a vivir
2,pop,https://acordes.lacuerda.net/abril_a_mil/,https://acordes.lacuerda.net/abril_a_mil/quien_sabra,Siempre los mismos acordes<br>Aquí estoy a la deriva<br>sin saber que pensar<br>voy buscando una salida<br>de esta confusión<br>me quedo esperando que me digas<br>como escapar<br>zafar del mal<br>diganme donde está<br>la verdad para mí<br>por favor quiero saber<br>que me espera en esta vida<br>sin poder comprender la verdad<br>sin poder entender...<br>quién sabrá?<br>quién tendrá?<br>el remedio que es la cura<br>de este infierno que se llama amor<br>repite lo mismo y al final hace un estribillo más
3,pop,https://acordes.lacuerda.net/abril_a_mil/,https://acordes.lacuerda.net/abril_a_mil/ruinas_de_cayasta,siempre con los mismos acordes<br>Estamos listos para llegar<br>al origen de este mal<br>que nos enferma y entristece<br>ella se alejó de mí<br>y no me importa ya<br>voy llegando a ese lugar...<br>ruinas de cayastá<br>ruinas de cayastá<br>ruinas de cayastá<br>yo estoy listo para buscar<br>un mejor lugar<br>y es preciso olvidar<br>lo que dejo atrás<br>estoy llegando a la ciudad<br>en camino a ese lugar<br>donde importa lo que siento<br>ruinas de cayastá<br>ruinas de cayastá<br>yo te empujo a ese lugar<br>donde no tenés que actuar<br>y podés ser transparente<br>yo estoy listo para dar<br>ese salto y alcanzar<br>lo que se llevó el viento<br>ruinas de cayastá<br>ruinas de cayastá<br>hasta el final<br>hasta el final
4,pop,https://acordes.lacuerda.net/abril_a_mil/,https://acordes.lacuerda.net/abril_a_mil/zona,"sobre E-G<br>1)te hubiera dado hasta el sol<br>hubiera matado<br>si así lo querías<br>pero parece<br>que no existiera tu amor<br>sino explicamelo<br>no lo entiendo<br>2)no te veo y sufro por eso<br>quizás lo merezco<br>quizás lo merezco<br>ahora que ya<br>no pienso como antes<br>voy a dejar de engañarme<br>ahora que ya<br>no pienso como antes<br>voy a dejar de humillarme<br>repite 1 y 2<br>ahora que ya<br>no pienso como antes<br>voy a dejar de engañarme<br>ahora que ya<br>no pienso como antes<br>voy a tratar de olvidarte<br>sobre D-A-D-G<br>podrá ser difícil el comienzo<br>pero el amor es el amor<br>yo... como si supiera tanto<br>yo... que puedo hablar de amor<br>vos... como si supieras tanto<br>vos... que podés hablar de amor<br>perdoname, no trato de culparte<br>perdoname, solo tuve un error<br>perdoname, cometí el error<br>de enamorarme de vos<br>sobre D-G-A<br>de enamorarme de vos<br>de enamorarme de vos"
5,pop,https://acordes.lacuerda.net/adicta/,https://acordes.lacuerda.net/adicta/alli_estare,1ª Guitarra<br>2ª Guitarra<br>No puedo saber que llorás<br>y quedarme tranquilo<br>¿Hay algo que pueda hacer?<br>sólo escríbelo y allí estaré<br>Dame un lugar<br>dejame sólo acariciarte<br>si no sabes ya qué hacer<br>No te asustes<br>serán mis brazos los que encierren<br>tu tristeza<br>Yo guardaré mis emociones<br>yo no diré cuanto te quiero<br>*****Dedicado a Pau :)*****
6,pop,https://acordes.lacuerda.net/adicta/,https://acordes.lacuerda.net/adicta/asfixia,Regreso a buscar<br>mi promesa encerrada<br>la asfixia fue tal que cambié todo por nada  [1]<br>probé que el cuerpo no es quien se muere<br>sino mi alegría<br>Tal vez reviva<br>tal vez consiga<br>definirme y saber qué hacer<br>Tal vez reviva<br>tal vez consiga<br>definirme... (2)<br>¿Quién explicará por qué fuimos vencidos?<br>Nuestro amor será el primero en decirlo<br>Quedará el placer de no vernos mañana  ( 3)<br>Estoy tan deshecho que pierdo mis partes<br>dejé por ahí mi antebrazo y mis caries<br>perdí mi cuello y mi sonrisa tonta y sin carisma ( 1)<br>Tal vez reviva<br>tal vez consiga<br>definirme y saber qué hacer<br>Tal vez reviva<br>tal vez consiga<br>Probé que el cuerpo no es quién se muere<br>después de haber amado<br>Tal vez reviva<br>tal vez consiga<br>definirme y saber qué hacer ( 2)<br>aguante adicta y m!...
7,pop,https://acordes.lacuerda.net/adicta/,https://acordes.lacuerda.net/adicta/calendario,"Festejando aniversario, aire y gestos de este año<br>Pasaporte a la humilidad, inmaduro y aumentando<br>recorriendo el calendario.<br>Miles de hojas veo pasar, no se olviden de mi<br>no se dejen caer,<br>no lo intentes comprender, el castillo en mi<br>es de madera y papel ,<br>El instante en que te vi y nunca más<br>pude contener las ganas de mirar<br>sé que no lo olvidaré<br>sé que no lo olvidarás<br>Cuando quieras mucho más<br>buscame en el ayer.<br>Festejando aniversario, aire y gestos de este año<br>Pasaporte a la humilidad,<br>no se olviden de mi<br>no se dejen caer,<br>no lo intentes comprender, el castillo en mi<br>es de madera y papel ,<br>El instante en que te vi y nunca más<br>pude contener las ganas de mirar<br>sé que no lo olvidaré<br>sé que no lo olvidarás<br>Cuando quieras mucho más<br>buscame en el ayer. (Silencio)<br>El instante en que te vi y nunca más<br>pude contener las ganas de mirar.<br>sé que no lo olvidaré<br>sé que no lo olvidarás<br>Cuando quieras mucho más<br>buscame en el ayer.<br>Dedicada para mi amore (L)"
8,pop,https://acordes.lacuerda.net/adicta/,https://acordes.lacuerda.net/adicta/catedras,"No quiero un espejo<br>no quiero consejos<br>quiero tus cátedras<br>No quiero perfectos<br>no quiero más frenos<br>no quiero tu juicio oral<br>Amé tus vestidos<br>amé tus proyectos<br>amé que te negaras a amar<br>Amé tus camisas<br>cubrí mi secreto<br>logré verte con quién amas<br>Yo se que un día ya vendrás<br>yo se que un día volverás<br>Espero este bien y califiquenla, gracias.<br>wp<br>Toto presente (:<br>Sept / 2015"
9,pop,https://acordes.lacuerda.net/adicta/,https://acordes.lacuerda.net/adicta/comun,Luego:<br>F#m5-Bm5(Distorción)<br>después del 'hasta dejarte peor'<br>a veces quiero  ser.... común<br>Punteo<br>Minuto 2:15 e|-9-10-9--7-5-7|<br>Letra:<br>Mejor caminar<br>con pasos de decepción<br>Tan pronto llegar<br>vaciar todo mi odio en ti<br>Tendré piedad<br>me dentendré al ver tu amor<br>Mas no me iré<br>hasta dejate peor<br>A veces quiero ser común<br>Espero que la difruten y que este bien
